datetime,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
2020-01-04 06:00:00,-5.8,90.81,0.0,0.0,-2.51,-4.18,-11.23,87.4,95.28,85.67,97.32,0.0,0.0,57.37,0.0,0.0
2020-01-04 07:00:00,-5.66,87.69,0.0,0.0,-1.99,-4.06,-10.04,88.9,91.92,94.88,63.63,0.0,0.0,58.46,0.0,0.0
2020-01-04 08:00:00,-5.15,85.88,40.8,10.19,-2.39,-4.42,-10.22,89.35,97.04,97.5,45.09,0.0,60.36,53.85,0.0,111.85
2020-01-04 09:00:00,-4.02,84.94,34.18,34.29,-2.39,-4.85,-7.39,90.86,95.57,80.86,36.24,0.0,89.38,16.31,0.0,203.1
2020-01-04 10:00:00,-3.1,84.44,66.15,45.78,-3.32,-4.51,-6.79,91.87,92.35,82.29,0.0,0.0,106.75,0.0,0.0,276.99
2020-01-04 11:00:00,-2.82,86.5,83.93,55.49,-3.72,-5.58,-7.99,94.28,88.25,74.73,0.0,0.0,147.58,0.0,0.0,239.31
2020-01-04 12:00:00,-2.3,86.69,99.34,56.88,-4.25,-6.34,-7.79,95.48,87.6,84.85,0.0,0.0,165.4,0.0,0.0,304.58
2020-01-04 13:00:00,-2.18,88.44,64.8,58.62,-4.53,-7.05,-7.32,91.57,86.16,85.66,0.0,0.0,151.99,0.0,0.0,345.65
2020-01-04 14:00:00,-2.24,89.81,44.15,53.21,-4.71,-7.39,-9.03,93.36,94.73,74.61,0.0,0.0,73.83,0.0,0.0,275.39
2020-01-04 15:00:00,-2.62,91.75,35.77,16.44,-4.64,-9.02,-8.68,93.21,90.47,83.74,0.0,0.0,55.22,0.0,0.0,114.71
2020-01-04 16:00:00,-3.31,93.5,0.0,0.0,-5.22,-10.18,-11.39,90.87,87.0,90.19,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 17:00:00,-3.74,93.5,0.0,0.0,-5.76,-10.17,-14.23,92.64,93.37,89.57,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 18:00:00,-4.07,93.5,0.0,0.0,-6.27,-10.03,-15.05,91.84,92.39,89.51,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 19:00:00,-4.29,93.19,0.0,0.0,-7.1,-9.84,-15.59,90.38,84.76,105.14,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 20:00:00,-4.53,92.5,0.0,0.0,-7.77,-9.04,-16.25,92.57,84.22,106.98,0.0,60.62,0.0,0.0,120.4,0.0
2020-01-04 21:00:00,-4.81,91.81,0.0,0.0,-9.27,-8.57,-17.13,90.1,80.49,93.91,0.0,91.35,0.0,0.0,228.85,0.0
2020-01-04 22:00:00,-5.05,90.75,0.0,0.0,-10.02,-7.65,-14.44,89.5,79.6,102.29,0.0,107.63,0.0,0.0,295.53,0.0
2020-01-04 23:00:00,-5.75,90.25,0.0,0.0,-10.51,-7.14,-16.92,91.0,77.31,101.43,0.0,141.38,0.0,0.0,238.98,0.0
2020-01-05 00:00:00,-6.45,89.69,0.0,0.0,-10.28,-7.2,-16.37,89.67,78.19,98.31,0.0,169.12,0.0,0.0,295.7,0.0
2020-01-05 01:00:00,-6.99,89.5,0.0,0.0,-9.58,-7.79,-16.98,89.35,81.58,96.59,0.0,151.64,0.0,0.0,352.67,0.0
2020-01-05 02:00:00,-8.03,90.19,0.0,0.0,-9.66,-7.41,-17.83,88.52,80.56,94.28,57.97,71.05,0.0,117.75,255.55,0.0
2020-01-05 03:00:00,-9.3,91.56,0.0,0.0,-8.83,-9.6,-19.26,81.84,90.69,104.59,88.81,50.09,0.0,224.98,118.77,0.0
2020-01-05 04:00:00,-10.18,91.62,0.0,0.0,-8.21,-12.47,-16.05,80.52,97.67,106.67,113.77,0.0,0.0,292.75,0.0,0.0
2020-01-05 05:00:00,-10.44,90.81,0.0,0.0,-7.96,-14.0,-15.1,77.53,96.16,90.88,136.23,0.0,0.0,233.29,0.0,0.0
2020-01-05 06:00:00,-10.08,89.38,0.0,0.0,-7.52,-14.63,-15.34,82.07,100.95,97.63,172.86,0.0,0.0,302.13,0.0,0.0
2020-01-05 07:00:00,-9.72,88.38,0.0,0.0,-7.64,-15.45,-14.45,82.8,104.69,89.28,145.59,0.0,0.0,339.65,0.0,0.0
2020-01-05 08:00:00,-9.6,88.25,58.2,117.64,-7.9,-16.77,-13.07,86.03,104.55,102.05,72.08,0.0,58.04,257.55,0.0,11.79
2020-01-05 09:00:00,-8.56,83.88,90.04,223.62,-9.15,-16.44,-12.42,86.32,103.85,87.15,50.88,0.0,82.05,122.48,0.0,321.41
2020-01-05 10:00:00,-8.04,81.06,113.11,289.73,-12.1,-15.47,-10.43,95.16,95.0,102.07,0.0,0.0,143.96,0.0,0.0,293.25
2020-01-05 11:00:00,-7.77,79.94,136.89,235.27,-13.74,-15.61,-9.77,95.92,94.15,87.59,0.0,0.0,188.59,0.0,0.0,236.95
2020-01-05 12:00:00,-7.52,79.69,175.84,300.86,-15.23,-15.82,-6.8,99.17,95.08,100.15,0.0,0.0,134.53,0.0,0.0,106.68
2020-01-05 13:00:00,-7.51,81.25,147.48,344.77,-16.06,-16.82,-5.48,98.52,103.83,89.52,0.0,0.0,68.66,0.0,0.0,88.34
2020-01-05 14:00:00,-7.77,83.62,72.26,256.98,-16.08,-18.03,-5.52,100.3,95.39,98.09,0.0,0.0,80.89,0.0,0.0,262.43
2020-01-05 15:00:00,-9.04,88.31,51.59,120.52,-16.06,-17.93,-4.18,98.43,103.43,89.62,0.0,0.0,54.74,0.0,0.0,20.04
2020-01-05 16:00:00,-11.88,94.19,0.0,0.0,-16.02,-16.77,-4.98,96.9,103.06,104.79,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 17:00:00,-13.75,97.81,0.0,0.0,-15.61,-16.03,-6.92,98.8,98.2,103.17,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 18:00:00,-14.94,99.5,0.0,0.0,-15.88,-14.65,-7.04,97.04,102.82,108.78,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 19:00:00,-15.78,100.0,0.0,0.0,-17.03,-14.86,-9.1,101.36,94.17,97.21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 20:00:00,-16.13,100.0,0.0,0.0,-18.37,-12.79,-7.63,101.34,98.95,90.77,0.0,57.54,0.0,0.0,10.92,0.0
2020-01-05 21:00:00,-16.04,99.44,0.0,0.0,-17.78,-11.6,-6.13,99.67,100.66,91.64,0.0,88.61,0.0,0.0,327.79,0.0
2020-01-05 22:00:00,-15.74,98.19,0.0,0.0,-17.1,-10.24,-6.32,100.76,95.41,99.72,0.0,144.64,0.0,0.0,266.81,0.0
2020-01-05 23:00:00,-15.57,97.62,0.0,0.0,-16.1,-9.02,-6.99,99.31,97.89,95.13,0.0,178.08,0.0,0.0,234.88,0.0
2020-01-06 00:00:00,-15.88,99.0,0.0,0.0,-15.3,-6.46,-7.1,100.33,95.66,100.47,0.0,137.27,0.0,0.0,105.31,0.0
2020-01-06 01:00:00,-17.02,100.0,0.0,0.0,-14.61,-5.2,-5.59,96.09,98.6,89.97,0.0,76.78,0.0,0.0,81.14,0.0
2020-01-06 02:00:00,-18.16,100.0,0.0,0.0,-13.0,-4.84,-4.83,96.06,99.06,103.1,56.22,90.7,0.0,11.2,252.44,0.0
2020-01-06 03:00:00,-18.0,100.0,0.0,0.0,-12.07,-5.72,-5.35,95.27,94.27,91.21,92.87,53.48,0.0,321.57,19.66,0.0
2020-01-06 04:00:00,-17.04,100.0,0.0,0.0,-10.6,-6.1,-5.99,94.38,98.98,89.07,146.09,0.0,0.0,277.28,0.0,0.0
2020-01-06 05:00:00,-16.11,100.0,0.0,0.0,-8.53,-7.06,-7.89,93.65,98.49,100.63,179.24,0.0,0.0,244.57,0.0,0.0
2020-01-06 06:00:00,-15.2,99.44,0.0,0.0,-6.92,-7.87,-7.8,95.26,100.95,89.42,139.98,0.0,0.0,106.27,0.0,0.0
2020-01-06 07:00:00,-14.35,97.56,0.0,0.0,-5.71,-8.73,-8.41,95.7,100.36,86.77,77.09,0.0,0.0,84.7,0.0,0.0
2020-01-06 08:00:00,-13.19,95.94,56.19,11.18,-5.06,-7.84,-8.77,99.98,95.84,98.92,90.69,0.0,39.02,239.16,0.0,460.15
2020-01-06 09:00:00,-11.86,95.75,90.84,321.37,-5.11,-6.84,-7.58,97.68,99.49,102.1,53.3,0.0,70.26,20.23,0.0,614.53
2020-01-06 10:00:00,-10.34,96.06,147.47,271.76,-5.97,-7.41,-5.8,98.35,101.83,83.14,0.0,0.0,128.36,0.0,0.0,605.29
2020-01-06 11:00:00,-8.49,95.62,178.67,243.45,-7.39,-6.58,-4.94,99.44,104.15,87.21,0.0,0.0,116.29,0.0,0.0,579.22
2020-01-06 12:00:00,-6.73,95.19,136.86,104.37,-8.36,-6.43,-3.65,99.19,103.77,70.68,0.0,0.0,142.25,0.0,0.0,585.45
2020-01-06 13:00:00,-5.61,96.56,75.82,84.18,-8.73,-4.6,-1.57,99.61,96.06,82.14,0.0,0.0,104.64,0.0,0.0,599.65
2020-01-06 14:00:00,-5.08,98.0,88.88,244.76,-7.84,-6.01,-1.39,101.4,93.25,76.27,0.0,0.0,124.96,0.0,0.0,308.28
2020-01-06 15:00:00,-5.12,98.88,52.55,20.43,-7.51,-6.9,-3.79,98.88,96.91,69.91,0.0,0.0,70.84,0.0,0.0,11.92
2020-01-06 16:00:00,-6.01,99.25,0.0,0.0,-7.61,-7.17,-3.12,101.44,93.29,64.73,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 17:00:00,-7.5,99.38,0.0,0.0,-7.41,-7.97,-4.4,100.7,91.32,79.69,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 18:00:00,-8.37,99.62,0.0,0.0,-6.42,-9.23,-6.31,99.06,96.17,81.42,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 19:00:00,-8.89,100.0,0.0,0.0,-4.93,-9.34,-5.83,95.27,96.64,95.67,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 20:00:00,-8.08,100.0,0.0,0.0,-5.74,-9.43,-4.6,95.6,92.48,92.37,0.0,41.08,0.0,0.0,435.6,0.0
2020-01-06 21:00:00,-7.42,100.0,0.0,0.0,-6.82,-8.4,-6.28,94.28,94.41,100.93,0.0,68.62,0.0,0.0,613.7,0.0
2020-01-06 22:00:00,-7.65,100.0,0.0,0.0,-7.61,-5.51,-4.46,95.77,94.41,88.26,0.0,122.34,0.0,0.0,625.68,0.0
2020-01-06 23:00:00,-7.19,99.81,0.0,0.0,-8.04,-4.47,-4.32,94.65,83.42,90.9,0.0,113.06,0.0,0.0,600.68,0.0
2020-01-07 00:00:00,-6.2,99.19,0.0,0.0,-8.82,-3.12,-5.92,96.0,76.5,105.76,0.0,132.78,0.0,0.0,613.23,0.0
2020-01-07 01:00:00,-4.99,96.31,0.0,0.0,-9.26,-2.91,-3.93,96.75,80.94,103.23,0.0,103.54,0.0,0.0,624.56,0.0
2020-01-07 02:00:00,-5.59,96.44,0.0,0.0,-9.25,-2.26,-5.32,96.78,84.73,95.67,41.06,115.81,0.0,454.31,329.12,0.0
2020-01-07 03:00:00,-6.53,96.62,0.0,0.0,-8.18,-3.28,-5.37,95.49,74.52,100.29,72.28,67.03,0.0,605.74,12.13,0.0
2020-01-07 04:00:00,-7.32,96.12,0.0,0.0,-5.72,-4.08,-5.12,88.07,72.04,106.83,120.42,0.0,0.0,604.17,0.0,0.0
2020-01-07 05:00:00,-8.27,95.62,0.0,0.0,-3.98,-5.34,-4.37,83.97,77.01,100.16,114.87,0.0,0.0,611.97,0.0,0.0
2020-01-07 06:00:00,-9.04,95.81,0.0,0.0,-3.26,-5.24,-5.28,76.94,78.65,105.25,129.06,0.0,0.0,631.71,0.0,0.0
2020-01-07 07:00:00,-9.24,95.75,0.0,0.0,-2.28,-6.21,-4.44,76.16,83.13,89.54,106.28,0.0,0.0,614.7,0.0,0.0
2020-01-07 08:00:00,-9.34,95.62,41.33,455.9,-2.61,-6.11,-3.76,85.43,86.79,104.46,118.05,0.0,49.01,331.5,0.0,7.65
2020-01-07 09:00:00,-7.99,94.81,71.23,594.35,-3.05,-5.62,-3.18,74.75,95.74,101.25,67.29,0.0,78.43,12.66,0.0,62.74
2020-01-07 10:00:00,-5.77,89.94,122.09,597.44,-3.95,-4.95,-1.91,73.47,91.12,96.11,0.0,0.0,129.24,0.0,0.0,98.38
2020-01-07 11:00:00,-4.2,83.25,117.18,619.2,-4.73,-4.57,-1.94,73.92,94.88,100.77,0.0,0.0,128.84,0.0,0.0,77.92
2020-01-07 12:00:00,-3.05,76.5,132.02,633.55,-5.61,-5.34,-0.48,81.31,94.22,87.87,0.0,0.0,160.0,0.0,0.0,102.38
2020-01-07 13:00:00,-2.45,77.12,107.59,608.95,-5.89,-5.02,-2.62,84.2,93.09,99.69,0.0,0.0,145.32,0.0,0.0,144.02
2020-01-07 14:00:00,-2.45,84.0,117.82,338.36,-5.42,-5.34,-3.39,87.84,98.32,86.27,0.0,0.0,87.78,0.0,0.0,128.98
2020-01-07 15:00:00,-2.84,75.19,67.58,12.54,-5.71,-4.8,-3.99,91.88,101.79,99.95,0.0,0.0,48.37,0.0,0.0,21.93
2020-01-07 16:00:00,-4.01,73.44,0.0,0.0,-4.96,-4.45,-6.43,95.31,96.79,94.24,0.0,0.0,7.46,0.0,0.0,51.2
2020-01-07 17:00:00,-4.87,75.75,0.0,0.0,-4.97,-5.07,-8.5,98.21,92.86,81.73,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07 18:00:00,-5.67,81.44,0.0,0.0,-5.08,-3.9,-8.5,94.82,97.29,82.86,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07 19:00:00,-5.83,86.31,0.0,0.0,-4.82,-4.58,-9.76,98.67,93.86,79.74,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07 20:00:00,-5.66,90.12,0.0,0.0,-5.15,-3.78,-10.72,99.24,93.92,83.15,0.0,51.24,0.0,0.0,8.79,0.0
2020-01-07 21:00:00,-5.42,92.94,0.0,0.0,-4.61,-1.49,-11.2,95.51,91.59,80.83,0.0,90.93,0.0,0.0,66.78,0.0
